timestamp,step,true,xLSTM,LSTM,mse_xLSTM,mae_xLSTM,rmse_xLSTM,mse_LSTM,mae_LSTM,rmse_LSTM
2025-09-20 02:41:27,0,183.35408594986012,183.5476409553268,179.57073495698123,7.365438607139902,2.399417789438945,2.7139341567436563,45.16870680423288,6.54883915008399,6.720766831562666
2025-09-20 02:41:27,1,185.93929967398586,183.9172963173524,179.6687853824054,7.365438607139902,2.399417789438945,2.7139341567436563,45.16870680423288,6.54883915008399,6.720766831562666
2025-09-20 02:41:27,2,186.49744471096687,183.7399806144424,179.5463239763332,7.365438607139902,2.399417789438945,2.7139341567436563,45.16870680423288,6.54883915008399,6.720766831562666
2025-09-20 02:41:27,3,188.16220422207815,184.18710043253404,180.1681026614189,7.365438607139902,2.399417789438945,2.7139341567436563,45.16870680423288,6.54883915008399,6.720766831562666
2025-09-20 02:41:27,4,188.14259774418568,185.0936350451597,180.397489573518,7.365438607139902,2.399417789438945,2.7139341567436563,45.16870680423288,6.54883915008399,6.720766831562666
2025-09-20 18:29:25,0,116.99518103760565,113.71159275921397,113.07803094676923,61.28620654929689,6.339355952249394,7.828550731093009,65.38699032279153,6.665289439548832,8.08622225286886
2025-09-20 18:29:25,1,117.30444381290802,114.41353133524636,113.1739656953337,61.28620654929689,6.339355952249394,7.828550731093009,65.38699032279153,6.665289439548832,8.08622225286886
2025-09-20 18:29:25,2,116.5861607353049,113.71848225545817,114.4213467933779,61.28620654929689,6.339355952249394,7.828550731093009,65.38699032279153,6.665289439548832,8.08622225286886
2025-09-20 18:29:25,3,122.92097182874956,114.94424341769286,114.73405856433395,61.28620654929689,6.339355952249394,7.828550731093009,65.38699032279153,6.665289439548832,8.08622225286886
2025-09-20 18:29:25,4,129.83438167582267,115.15650956153246,114.90728989283186,61.28620654929689,6.339355952249394,7.828550731093009,65.38699032279153,6.665289439548832,8.08622225286886
2025-09-20 18:31:50,0,133.45341188612403,137.14371850063935,138.8942028187206,44.13848694110896,4.858010877923522,6.643680225681317,23.409816538375704,4.2927595375601015,4.838369202363096
2025-09-20 18:31:50,1,137.58312566728944,136.93013561066513,140.30705932759275,44.13848694110896,4.858010877923522,6.643680225681317,23.409816538375704,4.2927595375601015,4.838369202363096
2025-09-20 18:31:50,2,140.69537718152688,141.05861760760308,140.00494937945206,44.13848694110896,4.858010877923522,6.643680225681317,23.409816538375704,4.2927595375601015,4.838369202363096
2025-09-20 18:31:50,3,146.9198887050654,139.84462204342137,140.79078524123975,44.13848694110896,4.858010877923522,6.643680225681317,23.409816538375704,4.2927595375601015,4.838369202363096
2025-09-20 18:31:50,4,147.0695037658492,134.56125313509145,140.58996193684905,44.13848694110896,4.858010877923522,6.643680225681317,23.409816538375704,4.2927595375601015,4.838369202363096
2025-09-20 18:40:09,0,134.27372330072959,127.8658886441343,134.00852441817528,20.699687124899317,4.228201926445851,4.549690882345669,3.5757141330114086,1.6315516415119475,1.8909558781239209
2025-09-20 18:40:09,1,131.6999060466282,129.2464468477523,133.83070575555672,20.699687124899317,4.228201926445851,4.549690882345669,3.5757141330114086,1.6315516415119475,1.8909558781239209
2025-09-20 18:40:09,2,132.7274518995337,128.768370176809,134.77669900187237,20.699687124899317,4.228201926445851,4.549690882345669,3.5757141330114086,1.6315516415119475,1.8909558781239209
2025-09-20 18:40:09,3,131.1911282173291,128.7812147123469,134.09073114463047,20.699687124899317,4.228201926445851,4.549690882345669,3.5757141330114086,1.6315516415119475,1.8909558781239209
2025-09-20 18:40:09,4,135.39104498138937,129.4803244323382,134.5781353949525,20.699687124899317,4.228201926445851,4.549690882345669,3.5757141330114086,1.6315516415119475,1.8909558781239209
2025-09-20 18:44:37,0,420.5179383484683,422.0469667069192,413.7038501927491,44.311819355106515,5.3838516031257315,6.6567123533397865,80.98157974462853,7.980609390843893,8.998976594292738
2025-09-20 18:44:37,1,411.6234377942419,413.97776329667613,413.98883654970996,44.311819355106515,5.3838516031257315,6.6567123533397865,80.98157974462853,7.980609390843893,8.998976594292738
2025-09-20 18:44:37,2,408.91340902287266,412.5526716093009,415.52310171735735,44.311819355106515,5.3838516031257315,6.6567123533397865,80.98157974462853,7.980609390843893,8.998976594292738
