epoch,step,train_loss,val_loss
0,49,0.11814136803150177,
0,61,,0.013988767750561237
1,99,0.08715604990720749,
1,123,,0.006067375652492046
2,149,0.09078411012887955,
2,185,,0.003719678148627281
3,199,0.07171081751585007,
3,247,,0.0028722959104925394
4,249,0.08988592028617859,
4,299,0.08370061218738556,
4,309,,0.0021354923956096172
5,349,0.09878192096948624,
5,371,,0.0017914515919983387
6,399,0.08306028693914413,
6,433,,0.001801897888071835
7,449,0.0892687737941742,
7,495,,0.0015234072925522923
8,499,0.058451879769563675,
8,549,0.06243627518415451,
8,557,,0.0016066614771261811
9,599,0.06863974034786224,
9,619,,0.0014887262368574739
10,649,0.0606430359184742,
10,681,,0.0012355392100289464
11,699,0.07153632491827011,
11,743,,0.0013703382574021816
12,749,0.0572483167052269,
12,799,0.05588715150952339,
12,805,,0.0011214768746867776
13,849,0.051854588091373444,
13,867,,0.0011749697150662541
14,899,0.06234021112322807,
14,929,,0.0013435179134830832
15,949,0.06628762185573578,
15,991,,0.0013763464521616697
16,999,0.04939046502113342,
16,1049,0.040531594306230545,
16,1053,,0.0010522787924855947
17,1099,0.0420193150639534,
17,1115,,0.0011328485561534762
18,1149,0.04825441166758537,
18,1177,,0.0008550504571758211
19,1199,0.049493152648210526,
19,1239,,0.0007904868107289076
20,1249,0.044494468718767166,
20,1299,0.04371924325823784,
20,1301,,0.0007423189817927778
21,1349,0.04067274183034897,
21,1363,,0.0008204283658415079
22,1399,0.04292510822415352,
22,1425,,0.0007356951246038079
23,1449,0.03794722259044647,
23,1487,,0.0006779336254112422
24,1499,0.03306562453508377,
24,1549,0.040558796375989914,
24,1549,,0.0007370913517661393
25,1599,0.03339347615838051,
25,1611,,0.0006414951058104634
26,1649,0.035694241523742676,
26,1673,,0.0006813238142058253
27,1699,0.02852248027920723,
27,1735,,0.0005719194887205958
28,1749,0.028284694999456406,
28,1797,,0.0007292942027561367
29,1799,0.027355944737792015,
29,1849,0.034130070358514786,
29,1859,,0.0007692172657698393
30,1899,0.02313283085823059,
30,1921,,0.0006660514627583325
31,1949,0.02467069961130619,
31,1983,,0.0006788208265788853
32,1999,0.02341376431286335,
32,2045,,0.0005003699916414917
33,2049,0.023083645850419998,
33,2099,0.01907779648900032,
33,2107,,0.0004489427956286818
34,2149,0.02053864300251007,
34,2169,,0.00044883598457090557
35,2199,0.02333933115005493,
35,2231,,0.0004672903742175549
36,2249,0.014198685064911842,
36,2293,,0.0005063492571935058
37,2299,0.015368325635790825,
37,2349,0.019446341320872307,
37,2355,,0.0005332920118235052
38,2399,0.019595572724938393,
38,2417,,0.0004676304815802723
39,2449,0.022815968841314316,
39,2479,,0.00046801380813121796
