epoch,step,train_loss,val_loss
0,49,0.02607879601418972,
0,62,,0.0024872866924852133
1,99,0.005716143175959587,
1,125,,0.0006640001083724201
2,149,0.004908479284495115,
2,188,,0.0009571843547746539
3,199,0.002747881691902876,
3,249,0.0031073163263499737,
3,251,,0.0007630825857631862
4,299,0.003998339641839266,
4,314,,0.0006798204849474132
5,349,0.0030414978973567486,
5,377,,0.0009544224594719708
6,399,0.0020420849323272705,
6,440,,0.0010799943702295423
